"","X","RP1.273G13.1","AC016561.1","RP11.554L12.2","AC006499.7","OR2V2","OR7A17","POTED","FAM8A6P","RP11.413E6.2","AC140061.6","CRYGC","RP11.336F14.1","RP11.496I2.4","OR9G1","RP11.272K23.4","AC074008.1","RP11.393M18.1","AC008155.1","RP11.234P3.2","ABCD1P3","RP11.481H12.1","OR6C69P","SPINK14","CTD.2547E10.3","OR4A44P","RP11.324D17.1","CETN4P","TRIM64C","OR4A4P","RP11.588L15.1","RP11.533F5.2","RP11.438N5.2","AC011998.4","TRBV22OR9.2","RP11.347C12.8","RP11.748L13.2","AC018696.3","HMGN1P12","RP5.1121H13.1","RP11.158D2.1","RP11.814E24.1","HIGD1AP4","CTD.3216D2.4","MT1DP","AC096582.9","AC008171.1","RP3.419C19.2","TBC1D3B","LL22NC03.22A12.9","RP11.117L6.1","RP11.201O14.2","QRSL1P2","TMEM244","RPS17P1","OR8K3","RPS6P7","RPS8P6","SEPT7P7","TRAJ38","RP11.42D20.1","RP11.410C4.2","RP11.21C4.4","RP11.180I4.1","FAM90A19P","KLRC4","RP11.191A15.4","OR1L3","AC074290.1","RP11.244K5.7","RP11.16F15.4","RP5.837I24.5","AC104651.2","RP3.468K18.5","RPS7P13","RP11.428G5.1","RP11.731D1.3","CEACAMP11","CTB.179I1.2","AC093084.1","AC139712.1","RP11.665E10.3","NEU2","RP11.740N7.4","PNMA6B","HMGN1P28","HMGN2P22","RP11.129O7.2","AC007395.4","RP11.321E2.6","RP11.6B19.3","PRAMEF14","PPP1R26P3","RP11.61F5.1","RP11.809N8.6","TULP3P1","PHKBP1","RP11.777B9.5","RP11.740D6.3","HMGN2P10","RP11.56P9.4"
"53","HPSI0714i-oatm_1",0.07,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.03,0.48,0,0,0,0,0,0,0,0.09,0,0,0,0,0,1246.66,0,0,0
"54","HPSI0115i-hecn_3",0,0,0,0,0,1.97,0,0,0,14.36,0,0,0,0,0,0,0.93,0.31,0,0,0.06,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.98,0,0.45,15.12,0,0,0,0,1.84,0,0.06,0,0,5.43,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0.18,0,0,3.11,0,0,0,0,0,0,0,0,0.71,0,4.95,0,0,0,0,0,0,0,0,0,8542.78,0,0,0
"55","HPSI0514i-xayd_5",0,0,0,0,0,0.08,0,0,0,4.39,0.04,0,0,0,0,0.03,0,0,0,0,0.07,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.1,0,0,1.31,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0.03,2.02,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.07,0.41,0,0,0,0.06,0,0,0,0,0,0,0,0,977.75,0,0,0
"56","HPSI1213i-pahc_4",0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.33,0,0,0.42,0,0,0,0,0.24,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.95,0,0,0,0,0,0,0.24,0,0,0,0.3,0,0,0,0.03,0,0,0,0,0,4306.03,0.15,0,0
"57","HPSI0614i-uevq_4",0.07,0,0,0,0,0.16,0,0,0.16,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0.41,0,0,1.56,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0.25,0,0,0,0.24,0,0,0.55,0.03,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0.09,0.24,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","HPSI1113i-bima_2",0,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0.15,0.87,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,1204.09,0,0,0
"59","HPSI0714i-tosj_4",0.04,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.23,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.05,0.38,0,0.16,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.91,0,0,0,0,0.05,0,0,0.6,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.08,0,0,0,0,0,1787.75,0,0,0
"60","HPSI0514i-vuna_3",0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.03,0,0,0.21,0,0,2896.82,0,0,0
"61","HPSI0414i-oaqd_2",0,0,0,0,0,0.4,0,0,0,3.6,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0.3,0,0,0,0,0,0.76,0,0,0,0,0,0,0.08,0,0,0.14,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0.26,0,0,3074.9,0,0,0
"62","HPSI0115i-iuad_3",0,0,0,0,0,0.4,0,0,0,3,0.06,0,0,0,0,0,0,0.47,0,0,0.11,0,0,0,0,0,1.09,0,0,0.3,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.08,0,0,0.24,0,0,2168.33,0,0,0
"63","HPSI0514i-suul_2",0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.6,0,0,0.2,0,0,1.07,0,0,0,0.08,0,0,4.44,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.07,1.32,0,0.17,0,0,0.07,0,0,0,0.15,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0.02,0,0,0.2,0,0,3116.14,0,0,0
"64","HPSI0514i-uenn_3",0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,1.3,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.04,0,0,0,0.2,0,0,0,0.26,1.04,0.16,0,0,0,0,0,0.12,1.23,0,0,0.33,0,0,0,0,0.01,0,0,0,0,2515.12,0,0,0
"65","HPSI0214i-poih_2",0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0.88,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951.39,0,0,0
"66","HPSI0115i-boqx_2",0,0,0,0,0,0.11,0,0,0,0,0.14,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.05,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,1.23,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.09,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","HPSI0115i-rehy_3",0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,1.12,0,0,0.31,0,0,0,0,0,0.06,0,0,0.01,0,0.24,0,0,0,0.07,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0.09,0,0,0,0,0,1313,0,0,0
"68","HPSI0514i-fiaj_3",0.13,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.65,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.08,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.02,0,0,0,0,0,3370.06,0,0,0
"69","HPSI0913i-oapg_5",0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.29,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.73,0.02,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.97,0.16,0,0,0,0,0,0.32,1.05,0,0,0,0,0,0,0,0,0,0,0,0,2725.13,0,0,0
"70","HPSI0414i-mita_2",0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.09,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213.31,0,0,0
"71","HPSI0114i-rozh_4",0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,1.22,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0.26,0,0,0,0,0,0,0.24,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.33,0.97,0,0,0,0,0,0,0,0,0,0,0,0,1592.54,0,0,0
"72","HPSI0914i-kajh_3",0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.59,0,0.47,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.04,0,0,0.18,0,0,0.12,0,0,0,0.14,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,3755.66,0,0,0
"73","HPSI0115i-kozf_1",0,0,0,0,0,0.19,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.23,0,0,0.56,0,0,0,0,0,0,0,0.66,0,0,0,0,1.92,0,0,1.25,0,0.21,0,0,1.97,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.11,0.45,0,0,0.34,0,0,0,0.05,0,0,0,0,0,3162.54,0,0,0
"74","HPSI0115i-gifk_1",0,0,0,0,0,0.19,0,0,0,2.92,0.07,0,0,0.09,0,0,0,0,0,0,0,0,0,0.44,0,0.08,0.53,0,0,0,0,0,0,0,0,0,0,0.76,0.01,0,0,0,0,0,0.08,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,2.3,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1528.91,0,0,0
"75","HPSI1213i-hehd_2",0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,1.68,0,0,0,0,0,0,0.03,0,0,0,0,0,1133.6,0,0,0
"76","HPSI0115i-kozf_2",0,0,0,0,0,0.47,0,0,0,4.29,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0.37,0,0,0.69,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.11,0.69,0,0,0,0,0,0,0.03,0,0,0,0,0,2750.04,0,0,0
"77","HPSI1114i-zuuy_4",0,0,0,0,0,0.06,0,0,0,1.69,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.22,0,0,0,0,0,0,0,0,0,0.25,0.16,0,0,0,0,0.49,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.02,0,0,0,0,0,1053.98,0,0,0
"78","HPSI0115i-hecn_6",0.07,0,0,0,0,0.36,0,0,0,2.31,0.07,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.66,0,0,0,0,0.3,0,0,0,0.06,0,0,0,0,0.25,0,0,0,0.08,0,0,0.1,0,0,1.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.21,0,0,0,0,0,0,0,0,0,0,0,3240.4,0,0,0
"79","HPSI0914i-rejf_2",0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.27,0,0.25,0,0,0,0,0,0,0,0,0.22,0,0,0,0.14,0,0,0.26,0,0.05,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.04,0,0,0,0,0,0.08,0,0.25,0.97,0,0,0,0,0,0.02,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,2781.25,0,0,0
"80","HPSI0614i-lirf_6",0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.2,0.02,0,0.88,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.04,0.31,0,0,0,0.29,0,0,0,0.03,0,0,0,0,0,2157.87,0,0,0
"81","HPSI0614i-juzt_4",0.07,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,1.17,0,0,0.32,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0.19,0.03,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.08,0,0.29,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3652.65,0,0,0
"82","HPSI1213i-babk_2",0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710.41,0,0,0
"83","HPSI1114i-ualf_6",0.09,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.34,0,0,0.54,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.11,0.74,0,0,0,0,0,0,0.01,0.01,0,0.22,0,0,3297.56,0,0,0
"84","HPSI1114i-zuuy_5",0,0,0,0,0.03,0.1,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.09,0,0,0.32,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.19,0,0,0.13,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.79,0.15,0,0,0,0,0,0.08,0,0,0.19,0,0,325.59,0,0,0
"85","HPSI0214i-wibj_1",0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.05,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.01,0,0,0,0,1603.96,0,0,0
"86","HPSI1014i-bilx_2",0,0,0.27,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1.07,0,0,0,0,0,0,0.03,0,0,0,0,0,2511.6,0,0,0
"87","HPSI0314i-xagu_1",0.07,0,0,0,0,0.04,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0.29,0,0,0.11,0,0,0,0,0,0,0,0,0,0.16,0,0,0.09,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0.13,0,0,0.97,0,0,0,0,0,0,0,0,0,0,433.98,0,0,0
"88","HPSI0215i-uiao_1",0,0,0,0,0,0.21,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0.07,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0.08,0,0,0,0,0,0.11,0.32,0,0,0,0,0,0,0.03,0,0,0,0,0,2459.17,0,0,0
"89","HPSI1014i-sehl_6",0.07,0,0,0,0,0.43,0,0,0,3.09,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0.08,1.13,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0,0.23,0,0,0,0.08,0,0,0,0,0,5.62,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.61,0,0,0,0,0,0,0.07,0,0,0,0.24,0,0,2510.68,0,0,0
"90","HPSI0115i-womt_1",0,0.05,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.08,0,0,0,0,0.24,0,0,0.46,0,1.28,0.6,0,0,0.42,0,0,0,0.06,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0.07,0,0,0,0.15,0,0,0,0,0.02,0.21,0,0,0,0.3,0,0,0,0,0,0,0,0,0,1826.88,0,0,0
"91","HPSI0314i-uict_3",0.05,0,0,0,0,0.35,0,0,0,2.76,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.06,0,0,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0.28,0,0,0,0.05,0,0,0.19,0,0,1834.18,0,0,0
"92","HPSI0715i-aowh_2",0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.47,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0.61,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.02,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,4073.57,0,0,0
"93","HPSI0115i-zihe_1",0,0,0,0,0,0.4,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.36,0,0,0.29,0,0,0,0,0,0,0,0.68,0,0,0.23,0,0,0,0.13,0.64,0,0.19,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.36,0.42,0,0,0.35,0,0,0,0,0,0,0,0,0,2419.68,0,0,0
"94","HPSI1013i-wuye_2",0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.99,0,0,0
"95","HPSI0614i-qunz_2",0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.88,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.38,0.16,0,0,0,0,0,0,0.01,0,0,0,0,2650.51,0,0,0
"96","HPSI0215i-deyz_2",0,0,0,0,0,0.29,0,0,0,2.78,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.22,0,0,0.99,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,1651.54,0,0,0
"97","HPSI0614i-voce_1",0,0,0,0,0,0.14,0,0,0,0,0.06,0,0,0,0,0,0,0,0.98,0,0.1,0,0,0.21,0,0.07,0.42,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0.06,0,0,0.14,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.23,0,0,0,0,0,0,0,0.1,0.25,0,0,0.29,0,0,0,0.03,0,0,0,0,0,1586.64,0,0,0
"98","HPSI0114i-zapk_3",0.08,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.51,0,0,0,0,0,0,0,0,0,0,0,0,3942.55,0,0,0
"99","HPSI0215i-oilg_1",0.07,0,0,0,0,0.22,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.7,0,0,0.36,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,2.46,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0.59,0.41,0,0,0,0,0,0,0,0,0,0.57,0,0,4998.29,0.16,0,0
"100","HPSI0614i-qunz_3",0.06,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,1.1,0.19,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0.28,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.82,0.16,0,0.57,0,0,0,0.02,0,0,0.19,0,0,3210.42,0,0,0
"101","HPSI0614i-oicx_2",0,0,0,0,0,0.39,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.12,0.31,0,0,0.25,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.35,0,0.04,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.05,0,0,0,0,0,3791.07,0.11,0,0
"102","HPSI0614i-miaj_4",0.12,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,1.24,0.08,0,0,0,0,0.13,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.12,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,2601.51,0,0.37,0
"103","HPSI0115i-melw_2",0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0.69,0,0.19,0.54,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,1.81,0.21,0,0,0,0,0,0.11,0,0,0.78,0,0,0,0,0.03,0,0,0,0,0,2248.74,0,0,0
